"","Name","Event","Year","Date","Elo","dElo"
"101361","Paul McBeth","Masters Cup",2019,2019-05-18,1850.2,1.8
"101479","Eagle McMahon","Masters Cup",2019,2019-05-18,1825,1.9
"101483","Richard Wysocki","Masters Cup",2019,2019-05-18,1843.8,3.7
"101534","Kevin Jones","Masters Cup",2019,2019-05-18,1762.5,4.5
"101574","Anthony Barela","Masters Cup",2019,2019-05-18,1718.9,1.3
"101603","Calvin Heimburg","Masters Cup",2019,2019-05-18,1740.4,9.8
"101655","Chris Clemons","Masters Cup",2019,2019-05-18,1719.3,5.2
"101758","Adam Hammes","Masters Cup",2019,2019-05-18,1695.9,4.5
"101863","Andrew Presnell","Masters Cup",2019,2019-05-18,1725.2,5.6
"101963","Joel Freeman","Masters Cup",2019,2019-05-18,1711.8,-1.4
"103750","Simon Lizotte","Portland",2019,2019-05-25,1798.6,5.2
"103792","James Conrad","Portland",2019,2019-05-25,1777.3,6.1
"103801","Matthew Orum","Portland",2019,2019-05-25,1730,3.4
"103985","Eagle McMahon","Portland",2019,2019-05-25,1828.4,3.4
"103989","Richard Wysocki","Portland",2019,2019-05-25,1845,1.3
"104040","Kevin Jones","Portland",2019,2019-05-25,1766,3.5
"104080","Anthony Barela","Portland",2019,2019-05-25,1722.3,3.4
"104109","Calvin Heimburg","Portland",2019,2019-05-25,1743,2.6
"104161","Chris Clemons","Portland",2019,2019-05-25,1721.7,2.4
"104264","Adam Hammes","Portland",2019,2019-05-25,1701.4,5.5
"104369","Andrew Presnell","Portland",2019,2019-05-25,1730.4,5.2
"104469","Joel Freeman","Portland",2019,2019-05-25,1716.7,4.9
"105003","Simon Lizotte","Beaver",2019,2019-06-07,1802.3,3.6
"105045","James Conrad","Beaver",2019,2019-06-07,1780.2,2.9
"105238","Eagle McMahon","Beaver",2019,2019-06-07,1836.6,8.2
"105242","Richard Wysocki","Beaver",2019,2019-06-07,1846.7,1.7
"105293","Kevin Jones","Beaver",2019,2019-06-07,1766.3,0.3
"105333","Anthony Barela","Beaver",2019,2019-06-07,1727.7,5.4
"105362","Calvin Heimburg","Beaver",2019,2019-06-07,1747.6,4.6
"105414","Chris Clemons","Beaver",2019,2019-06-07,1725.3,3.6
"105517","Adam Hammes","Beaver",2019,2019-06-07,1682.6,-18.8
"105622","Andrew Presnell","Beaver",2019,2019-06-07,1731.2,0.8
"105722","Joel Freeman","Beaver",2019,2019-06-07,1726,9.3
"108762","Simon Lizotte","Ledgestone",2019,2019-06-21,1802.6,0.4
"108785","Nikko Locastro","Ledgestone",2019,2019-06-21,1728.9,-1.5
"108804","James Conrad","Ledgestone",2019,2019-06-21,1776.4,-3.9
"108813","Matthew Orum","Ledgestone",2019,2019-06-21,1732.9,2.9
"108879","Paul McBeth","Ledgestone",2019,2019-06-21,1855.9,5.7
"109001","Richard Wysocki","Ledgestone",2019,2019-06-21,1850.9,4.2
"109052","Kevin Jones","Ledgestone",2019,2019-06-21,1772.5,6.2
"109092","Anthony Barela","Ledgestone",2019,2019-06-21,1724.8,-2.9
"109096","Corey Ellis","Ledgestone",2019,2019-06-21,1598,10.2
"109121","Calvin Heimburg","Ledgestone",2019,2019-06-21,1743.4,-4.2
"109173","Chris Clemons","Ledgestone",2019,2019-06-21,1726.8,1.5
"109177","Isaac Robinson","Ledgestone",2019,2019-06-21,1602.5,9.9
"109276","Adam Hammes","Ledgestone",2019,2019-06-21,1687,4.4
"109356","Chris Dickerson","Ledgestone",2019,2019-06-21,1747.1,0.4
"109381","Andrew Presnell","Ledgestone",2019,2019-06-21,1729.1,-2.1
"109582","Andrew Marwede","Ledgestone",2019,2019-06-21,1638.2,12.6
"109904","Alden Harris","Ledgestone",2019,2019-06-21,1517,4.4
"111268","Simon Lizotte","Tyyni",2019,2019-06-27,1795.4,-7.2
"111503","Eagle McMahon","Tyyni",2019,2019-06-27,1840.9,4.3
"112338","Niklas Anttila","Tyyni",2019,2019-06-27,1573.3,18.7
"112544","Nikko Locastro","DGLO",2019,2019-07-05,1734.3,5.4
"112638","Paul McBeth","DGLO",2019,2019-07-05,1861.6,5.7
"112811","Kevin Jones","DGLO",2019,2019-07-05,1780.7,8.2
"112851","Anthony Barela","DGLO",2019,2019-07-05,1728,3.2
"112880","Calvin Heimburg","DGLO",2019,2019-07-05,1749.2,5.8
"112932","Chris Clemons","DGLO",2019,2019-07-05,1730,3.2
"113035","Adam Hammes","DGLO",2019,2019-07-05,1695.5,8.4
"113140","Andrew Presnell","DGLO",2019,2019-07-05,1731.8,2.7
"113240","Joel Freeman","DGLO",2019,2019-07-05,1724.8,-1.2
"113341","Andrew Marwede","DGLO",2019,2019-07-05,1644.2,6
"113816","James Conrad","Estonian Open",2019,2019-07-11,1777.1,0.7
"114009","Eagle McMahon","Estonian Open",2019,2019-07-11,1828.9,-12
"114013","Richard Wysocki","Estonian Open",2019,2019-07-11,1850,-1
"114064","Kevin Jones","Estonian Open",2019,2019-07-11,1783.9,3.3
"114844","Niklas Anttila","Estonian Open",2019,2019-07-11,1581.8,8.5
"115027","Simon Lizotte","European Open",2019,2019-07-18,1794,-1.4
"115069","James Conrad","European Open",2019,2019-07-18,1779.1,2
"115144","Paul McBeth","European Open",2019,2019-07-18,1862.5,0.9
"115262","Eagle McMahon","European Open",2019,2019-07-18,1830.2,1.4
"115266","Richard Wysocki","European Open",2019,2019-07-18,1844.8,-5.2
"115317","Kevin Jones","European Open",2019,2019-07-18,1783.5,-0.4
"116097","Niklas Anttila","European Open",2019,2019-07-18,1598.6,16.8
"116322","James Conrad","Idlewild",2019,2019-07-26,1786,6.9
"116331","Matthew Orum","Idlewild",2019,2019-07-26,1739.2,6.4
"116570","Kevin Jones","Idlewild",2019,2019-07-26,1791.4,7.9
"116614","Corey Ellis","Idlewild",2019,2019-07-26,1613.4,15.5
"116639","Calvin Heimburg","Idlewild",2019,2019-07-26,1756,6.8
"116691","Chris Clemons","Idlewild",2019,2019-07-26,1735.6,5.7
"116874","Chris Dickerson","Idlewild",2019,2019-07-26,1749.5,2.4
"116999","Joel Freeman","Idlewild",2019,2019-07-26,1732,7.2
"117100","Andrew Marwede","Idlewild",2019,2019-07-26,1654.8,10.6
"117533","Simon Lizotte","World",2019,2019-08-13,1802.8,8.8
"117556","Nikko Locastro","World",2019,2019-08-13,1745.8,11.5
"117575","James Conrad","World",2019,2019-08-13,1796.3,10.3
"117584","Matthew Orum","World",2019,2019-08-13,1749.6,10.4
"117650","Paul McBeth","World",2019,2019-08-13,1869.8,7.2
"117768","Eagle McMahon","World",2019,2019-08-13,1835,4.8
"117772","Richard Wysocki","World",2019,2019-08-13,1852,7.2
"117823","Kevin Jones","World",2019,2019-08-13,1800.5,9.1
"117863","Anthony Barela","World",2019,2019-08-13,1738.5,10.5
"117867","Corey Ellis","World",2019,2019-08-13,1632.6,19.1
"117892","Calvin Heimburg","World",2019,2019-08-13,1766.4,10.4
"117944","Chris Clemons","World",2019,2019-08-13,1747.1,11.5
"118047","Adam Hammes","World",2019,2019-08-13,1708.6,13.2
"118127","Chris Dickerson","World",2019,2019-08-13,1762.3,12.8
"118152","Andrew Presnell","World",2019,2019-08-13,1743.7,11.9
"118252","Joel Freeman","World",2019,2019-08-13,1742,10.1
"118353","Andrew Marwede","World",2019,2019-08-13,1671.6,16.8
"118786","Simon Lizotte","Delaware",2019,2019-08-23,1805.3,2.5
"118828","James Conrad","Delaware",2019,2019-08-23,1801.9,5.6
"119021","Eagle McMahon","Delaware",2019,2019-08-23,1836.9,1.9
"119025","Richard Wysocki","Delaware",2019,2019-08-23,1857.2,5.2
"119145","Calvin Heimburg","Delaware",2019,2019-08-23,1773.3,7
"119505","Joel Freeman","Delaware",2019,2019-08-23,1751.6,9.6
"119606","Andrew Marwede","Delaware",2019,2019-08-23,1686.8,15.2
"120039","Simon Lizotte","MVP",2019,2019-08-30,1811,5.8
"120062","Nikko Locastro","MVP",2019,2019-08-30,1750.2,4.4
"120081","James Conrad","MVP",2019,2019-08-30,1806.4,4.5
"120090","Matthew Orum","MVP",2019,2019-08-30,1751.5,1.9
"120156","Paul McBeth","MVP",2019,2019-08-30,1874.1,4.3
"120278","Richard Wysocki","MVP",2019,2019-08-30,1857.3,0
"120329","Kevin Jones","MVP",2019,2019-08-30,1797.5,-3
"120398","Calvin Heimburg","MVP",2019,2019-08-30,1774.1,0.8
"120450","Chris Clemons","MVP",2019,2019-08-30,1746.3,-0.8
"120553","Adam Hammes","MVP",2019,2019-08-30,1716.4,7.8
"120658","Andrew Presnell","MVP",2019,2019-08-30,1744.4,0.8
"120758","Joel Freeman","MVP",2019,2019-08-30,1759.7,8.1
"120859","Andrew Marwede","MVP",2019,2019-08-30,1694.3,7.5
"122362","Niklas Anttila","Nokia",2019,2019-09-06,1611.2,12.6
"122545","Simon Lizotte","Green",2019,2019-09-12,1816.1,5.1
"122568","Nikko Locastro","Green",2019,2019-09-12,1760.1,9.9
"122587","James Conrad","Green",2019,2019-09-12,1806.4,-0.1
"122596","Matthew Orum","Green",2019,2019-09-12,1752.2,0.7
"122662","Paul McBeth","Green",2019,2019-09-12,1881.1,7
"122784","Richard Wysocki","Green",2019,2019-09-12,1852.9,-4.4
"122835","Kevin Jones","Green",2019,2019-09-12,1793.4,-4.1
"122904","Calvin Heimburg","Green",2019,2019-09-12,1777.4,3.3
"122956","Chris Clemons","Green",2019,2019-09-12,1756.4,10.2
"123059","Adam Hammes","Green",2019,2019-09-12,1714.7,-1.7
"123139","Chris Dickerson","Green",2019,2019-09-12,1770.9,8.7
"123264","Joel Freeman","Green",2019,2019-09-12,1759.3,-0.5
"123365","Andrew Marwede","Green",2019,2019-09-12,1696.4,2.1
"123798","Simon Lizotte","USDGC",2019,2019-10-02,1802.7,-13.4
"123821","Nikko Locastro","USDGC",2019,2019-10-02,1771.3,11.2
"123840","James Conrad","USDGC",2019,2019-10-02,1813.8,7.4
"123915","Paul McBeth","USDGC",2019,2019-10-02,1856.2,-24.9
"124033","Eagle McMahon","USDGC",2019,2019-10-02,1839.1,2.2
"124088","Kevin Jones","USDGC",2019,2019-10-02,1790.7,-2.7
"124132","Corey Ellis","USDGC",2019,2019-10-02,1636.7,4.1
"124157","Calvin Heimburg","USDGC",2019,2019-10-02,1779.3,1.8
"124209","Chris Clemons","USDGC",2019,2019-10-02,1767.3,10.9
"124213","Isaac Robinson","USDGC",2019,2019-10-02,1627.8,25.3
"124312","Adam Hammes","USDGC",2019,2019-10-02,1725.2,10.5
"124392","Chris Dickerson","USDGC",2019,2019-10-02,1780.6,9.7
"124417","Andrew Presnell","USDGC",2019,2019-10-02,1750.7,6.3
"124517","Joel Freeman","USDGC",2019,2019-10-02,1766.2,7
"124618","Andrew Marwede","USDGC",2019,2019-10-02,1707.3,10.9
"124784","Kyle Klein","USDGC",2019,2019-10-02,1556.9,37.7
"125051","Simon Lizotte","HOFC",2019,2019-10-11,1810.5,7.9
"125074","Nikko Locastro","HOFC",2019,2019-10-11,1775.4,4.1
"125093","James Conrad","HOFC",2019,2019-10-11,1816.1,2.3
"125341","Kevin Jones","HOFC",2019,2019-10-11,1793.3,2.5
"125410","Calvin Heimburg","HOFC",2019,2019-10-11,1789.4,10.1
"125462","Chris Clemons","HOFC",2019,2019-10-11,1770.7,3.4
"125565","Adam Hammes","HOFC",2019,2019-10-11,1738.9,13.7
"125645","Chris Dickerson","HOFC",2019,2019-10-11,1790.3,9.7
"125670","Andrew Presnell","HOFC",2019,2019-10-11,1755,4.3
"125770","Joel Freeman","HOFC",2019,2019-10-11,1773.1,6.9
"125871","Andrew Marwede","HOFC",2019,2019-10-11,1713.3,6
"126193","Alden Harris","HOFC",2019,2019-10-11,1553.1,36.1
"126288","Simon Lizotte","Memorial",2020,2020-02-27,1785.1,5.6
"126298","Nikko Locastro","Memorial",2020,2020-02-27,1748.4,0.5
"126310","James Conrad","Memorial",2020,2020-02-27,1777.6,-6.9
"126354","Paul McBeth","Memorial",2020,2020-02-27,1827.7,7.2
"126405","Eagle McMahon","Memorial",2020,2020-02-27,1813.6,8.5
"126408","Richard Wysocki","Memorial",2020,2020-02-27,1817.8,0.2
"126428","Kevin Jones","Memorial",2020,2020-02-27,1759.9,-4
"126446","Anthony Barela","Memorial",2020,2020-02-27,1714.8,0.2
"126463","Calvin Heimburg","Memorial",2020,2020-02-27,1773.5,13
"126502","Chris Clemons","Memorial",2020,2020-02-27,1744,0.4
"126574","Adam Hammes","Memorial",2020,2020-02-27,1720.1,5
"126767","Andrew Marwede","Memorial",2020,2020-02-27,1685.7,-6.3
"127141","Simon Lizotte","Waco",2020,2020-03-12,1782.1,-3
"127151","Nikko Locastro","Waco",2020,2020-03-12,1751.6,3.1
"127163","James Conrad","Waco",2020,2020-03-12,1781.2,3.6
"127207","Paul McBeth","Waco",2020,2020-03-12,1830.8,3
"127229","Bradley Williams","Waco",2020,2020-03-12,1696.8,4.7
"127258","Eagle McMahon","Waco",2020,2020-03-12,1809.4,-4.2
"127261","Richard Wysocki","Waco",2020,2020-03-12,1811.4,-6.4
"127281","Kevin Jones","Waco",2020,2020-03-12,1761.9,2
"127316","Calvin Heimburg","Waco",2020,2020-03-12,1775.7,2.2
"127355","Chris Clemons","Waco",2020,2020-03-12,1742.9,-1.1
"127427","Adam Hammes","Waco",2020,2020-03-12,1725.2,5.1
"127447","Väinö Mäkelä","Waco",2020,2020-03-12,1720,-0.1
"127620","Andrew Marwede","Waco",2020,2020-03-12,1691.7,5.9
"127843","Alden Harris","Waco",2020,2020-03-12,1557.6,9.9
"127960","Ezra Aderhold","Waco",2020,2020-03-12,1542.7,17.1
"128300","Väinö Mäkelä","Helsinki",2020,2020-06-26,1726.2,6.2
"128641","Niklas Anttila","Helsinki",2020,2020-06-26,1615.6,15.6
"128847","Simon Lizotte","DDO",2020,2020-06-26,1780.5,-1.6
"128857","Nikko Locastro","DDO",2020,2020-06-26,1750.9,-0.7
"128869","James Conrad","DDO",2020,2020-06-26,1767,-14.2
"128913","Paul McBeth","DDO",2020,2020-06-26,1834.1,3.3
"128964","Eagle McMahon","DDO",2020,2020-06-26,1809.1,-0.3
"128967","Richard Wysocki","DDO",2020,2020-06-26,1811.2,-0.2
"128987","Kevin Jones","DDO",2020,2020-06-26,1762,0.1
"129022","Calvin Heimburg","DDO",2020,2020-06-26,1781.9,6.2
"129182","Chris Dickerson","DDO",2020,2020-06-26,1762.7,1.4
"129197","Andrew Presnell","DDO",2020,2020-06-26,1729,-0.5
"129433","Kyle Klein","DDO",2020,2020-06-26,1561.5,10.3
"129666","Ezra Aderhold","DDO",2020,2020-06-26,1560.2,17.5
"129700","Simon Lizotte","Preserve",2020,2020-07-03,1787.9,7.4
"129710","Nikko Locastro","Preserve",2020,2020-07-03,1760.1,9.2
"129722","James Conrad","Preserve",2020,2020-07-03,1773.2,6.2
"129817","Eagle McMahon","Preserve",2020,2020-07-03,1812.8,3.7
"129820","Richard Wysocki","Preserve",2020,2020-07-03,1809.9,-1.3
"129840","Kevin Jones","Preserve",2020,2020-07-03,1762.3,0.2
"129858","Anthony Barela","Preserve",2020,2020-07-03,1722.9,8.1
"129875","Calvin Heimburg","Preserve",2020,2020-07-03,1788.7,6.8
"129914","Chris Clemons","Preserve",2020,2020-07-03,1742.8,-0.1
"129986","Adam Hammes","Preserve",2020,2020-07-03,1729.2,4
"130050","Andrew Presnell","Preserve",2020,2020-07-03,1731.5,2.5
"130286","Kyle Klein","Preserve",2020,2020-07-03,1584.1,22.6
"130519","Ezra Aderhold","Preserve",2020,2020-07-03,1582.5,22.2
"130859","Väinö Mäkelä","Turku",2020,2020-07-10,1732.4,6.2
"131200","Niklas Anttila","Turku",2020,2020-07-10,1629.3,13.7
"131406","Simon Lizotte","DGLO",2020,2020-07-24,1780.9,-7
"131416","Nikko Locastro","DGLO",2020,2020-07-24,1764,4
"131428","James Conrad","DGLO",2020,2020-07-24,1778,4.8
"131472","Paul McBeth","DGLO",2020,2020-07-24,1832.4,-1.6
"131523","Eagle McMahon","DGLO",2020,2020-07-24,1819.3,6.5
"131526","Richard Wysocki","DGLO",2020,2020-07-24,1816.2,6.3
"131546","Kevin Jones","DGLO",2020,2020-07-24,1770,7.7
"131564","Anthony Barela","DGLO",2020,2020-07-24,1726.3,3.3
"131566","Corey Ellis","DGLO",2020,2020-07-24,1633.8,10.7
"131581","Calvin Heimburg","DGLO",2020,2020-07-24,1791.9,3.2
"131620","Chris Clemons","DGLO",2020,2020-07-24,1745.1,2.3
"131692","Adam Hammes","DGLO",2020,2020-07-24,1735.4,6.2
"131741","Chris Dickerson","DGLO",2020,2020-07-24,1770.3,7.6
"131756","Andrew Presnell","DGLO",2020,2020-07-24,1736.4,4.9
"131885","Andrew Marwede","DGLO",2020,2020-07-24,1693,1.4
"131992","Kyle Klein","DGLO",2020,2020-07-24,1600.7,16.6
"132108","Alden Harris","DGLO",2020,2020-07-24,1576.2,18.6
"132225","Ezra Aderhold","DGLO",2020,2020-07-24,1599.3,16.8
"133418","Väinö Mäkelä","Tampere",2020,2020-07-24,1737.3,4.9
"133759","Niklas Anttila","Tampere",2020,2020-07-24,1643.1,13.8
"134271","Väinö Mäkelä","Kuopio",2020,2020-07-31,1746.1,8.8
"134612","Niklas Anttila","Kuopio",2020,2020-07-31,1645.7,2.6
"134828","Nikko Locastro","Idlewild",2020,2020-08-07,1768.8,4.8
"134840","James Conrad","Idlewild",2020,2020-08-07,1778.5,0.5
"134884","Paul McBeth","Idlewild",2020,2020-08-07,1834.7,2.3
"134935","Eagle McMahon","Idlewild",2020,2020-08-07,1824.8,5.5
"134938","Richard Wysocki","Idlewild",2020,2020-08-07,1820.2,3.9
"134958","Kevin Jones","Idlewild",2020,2020-08-07,1775.6,5.6
"134976","Anthony Barela","Idlewild",2020,2020-08-07,1732.5,6.2
"134978","Corey Ellis","Idlewild",2020,2020-08-07,1648.2,14.5
"134993","Calvin Heimburg","Idlewild",2020,2020-08-07,1796.3,4.4
"135032","Chris Clemons","Idlewild",2020,2020-08-07,1749.1,4
"135034","Isaac Robinson","Idlewild",2020,2020-08-07,1632.1,17
"135104","Adam Hammes","Idlewild",2020,2020-08-07,1744,8.6
"135153","Chris Dickerson","Idlewild",2020,2020-08-07,1777.9,7.6
"135168","Andrew Presnell","Idlewild",2020,2020-08-07,1742.8,6.4
"135297","Andrew Marwede","Idlewild",2020,2020-08-07,1705.2,12.1
"135404","Kyle Klein","Idlewild",2020,2020-08-07,1620.5,19.8
"135520","Alden Harris","Idlewild",2020,2020-08-07,1591,14.8
"135637","Ezra Aderhold","Idlewild",2020,2020-08-07,1612.6,13.3
"135681","Nikko Locastro","Ledgestone",2020,2020-08-13,1771.8,3
"135693","James Conrad","Ledgestone",2020,2020-08-13,1766.5,-12
"135697","Matthew Orum","Ledgestone",2020,2020-08-13,1732.2,5.2
"135737","Paul McBeth","Ledgestone",2020,2020-08-13,1837.3,2.6
"135791","Richard Wysocki","Ledgestone",2020,2020-08-13,1828.5,8.3
"135811","Kevin Jones","Ledgestone",2020,2020-08-13,1779.4,3.8
"135829","Anthony Barela","Ledgestone",2020,2020-08-13,1737.4,4.9
"135831","Corey Ellis","Ledgestone",2020,2020-08-13,1654.2,6
"135846","Calvin Heimburg","Ledgestone",2020,2020-08-13,1795.7,-0.6
"135885","Chris Clemons","Ledgestone",2020,2020-08-13,1746.9,-2.3
"135887","Isaac Robinson","Ledgestone",2020,2020-08-13,1635.8,3.7
"135957","Adam Hammes","Ledgestone",2020,2020-08-13,1742,-2
"136006","Chris Dickerson","Ledgestone",2020,2020-08-13,1780.5,2.6
"136021","Andrew Presnell","Ledgestone",2020,2020-08-13,1743,0.2
"136150","Andrew Marwede","Ledgestone",2020,2020-08-13,1712.8,7.6
"136257","Kyle Klein","Ledgestone",2020,2020-08-13,1634,13.5
"136373","Alden Harris","Ledgestone",2020,2020-08-13,1608.4,17.5
"136490","Ezra Aderhold","Ledgestone",2020,2020-08-13,1624.1,11.6
"136524","Simon Lizotte","Green",2020,2020-09-03,1780.4,-0.5
"136534","Nikko Locastro","Green",2020,2020-09-03,1780.7,9
"136546","James Conrad","Green",2020,2020-09-03,1776.4,9.9
"136590","Paul McBeth","Green",2020,2020-09-03,1845,7.7
"136641","Eagle McMahon","Green",2020,2020-09-03,1830.7,5.9
"136644","Richard Wysocki","Green",2020,2020-09-03,1833.3,4.9
"136664","Kevin Jones","Green",2020,2020-09-03,1791,11.6
"136699","Calvin Heimburg","Green",2020,2020-09-03,1803.4,7.7
"136738","Chris Clemons","Green",2020,2020-09-03,1748.8,1.9
"136859","Chris Dickerson","Green",2020,2020-09-03,1783.5,3
"137110","Kyle Klein","Green",2020,2020-09-03,1640.7,6.7
"137343","Ezra Aderhold","Green",2020,2020-09-03,1641.6,17.5
"137377","Simon Lizotte","MVP",2020,2020-09-11,1784.2,3.8
"137387","Nikko Locastro","MVP",2020,2020-09-11,1785.3,4.6
"137399","James Conrad","MVP",2020,2020-09-11,1777.9,1.5
"137443","Paul McBeth","MVP",2020,2020-09-11,1850.9,6
"137494","Eagle McMahon","MVP",2020,2020-09-11,1829.2,-1.5
"137497","Richard Wysocki","MVP",2020,2020-09-11,1837.7,4.4
"137517","Kevin Jones","MVP",2020,2020-09-11,1789.2,-1.8
"137552","Calvin Heimburg","MVP",2020,2020-09-11,1808.3,4.8
"137591","Chris Clemons","MVP",2020,2020-09-11,1754.8,6
"137712","Chris Dickerson","MVP",2020,2020-09-11,1787.6,4.1
"137963","Kyle Klein","MVP",2020,2020-09-11,1656.8,16.1
"138196","Ezra Aderhold","MVP",2020,2020-09-11,1646,4.4
"138296","Paul McBeth","Jonesboro",2020,2020-10-01,1855.7,4.8
"138370","Kevin Jones","Jonesboro",2020,2020-10-01,1786.5,-2.7
"138388","Anthony Barela","Jonesboro",2020,2020-10-01,1738.3,0.8
"138405","Calvin Heimburg","Jonesboro",2020,2020-10-01,1815.1,6.8
"138516","Adam Hammes","Jonesboro",2020,2020-10-01,1744.5,2.4
"138565","Chris Dickerson","Jonesboro",2020,2020-10-01,1792.9,5.3
"138580","Andrew Presnell","Jonesboro",2020,2020-10-01,1750.4,7.4
"138707","Gannon Buhr","Jonesboro",2020,2020-10-01,1520.2,20.2
"138709","Andrew Marwede","Jonesboro",2020,2020-10-01,1717,4.3
"138816","Kyle Klein","Jonesboro",2020,2020-10-01,1664.8,8
"138932","Alden Harris","Jonesboro",2020,2020-10-01,1626,17.6
"139049","Ezra Aderhold","Jonesboro",2020,2020-10-01,1656.8,10.8
"139083","Simon Lizotte","USDGC",2020,2020-10-07,1744,-40.2
"139093","Nikko Locastro","USDGC",2020,2020-10-07,1784.2,-1.1
"139105","James Conrad","USDGC",2020,2020-10-07,1774.6,-3.3
"139149","Paul McBeth","USDGC",2020,2020-10-07,1851.8,-4
"139171","Bradley Williams","USDGC",2020,2020-10-07,1707.2,10.4
"139200","Eagle McMahon","USDGC",2020,2020-10-07,1823.9,-5.3
"139203","Richard Wysocki","USDGC",2020,2020-10-07,1839.2,1.5
"139223","Kevin Jones","USDGC",2020,2020-10-07,1781.5,-5
"139241","Anthony Barela","USDGC",2020,2020-10-07,1726.1,-12.2
"139258","Calvin Heimburg","USDGC",2020,2020-10-07,1819.7,4.6
"139297","Chris Clemons","USDGC",2020,2020-10-07,1761.4,6.6
"139299","Isaac Robinson","USDGC",2020,2020-10-07,1656.8,21
"139369","Adam Hammes","USDGC",2020,2020-10-07,1751.3,6.8
"139418","Chris Dickerson","USDGC",2020,2020-10-07,1799.3,6.4
"139433","Andrew Presnell","USDGC",2020,2020-10-07,1752.2,1.7
"139562","Andrew Marwede","USDGC",2020,2020-10-07,1717.7,0.7
"139669","Kyle Klein","USDGC",2020,2020-10-07,1684.7,19.9
"139785","Alden Harris","USDGC",2020,2020-10-07,1628.3,2.3
"139902","Ezra Aderhold","USDGC",2020,2020-10-07,1660.4,3.7
"139979","James Conrad","LVC",2021,2021-02-25,1750.3,3.2
"140046","Paul McBeth","LVC",2021,2021-02-25,1816.4,-0.2
"140139","Eagle McMahon","LVC",2021,2021-02-25,1801.3,9.8
"140142","Richard Wysocki","LVC",2021,2021-02-25,1808.8,3.5
"140173","Kevin Jones","LVC",2021,2021-02-25,1757.7,4.3
"140204","Anthony Barela","LVC",2021,2021-02-25,1700.3,-3.2
"140231","Calvin Heimburg","LVC",2021,2021-02-25,1793.9,6.2
"140289","Chris Clemons","LVC",2021,2021-02-25,1732.8,-2.4
"140368","Adam Hammes","LVC",2021,2021-02-25,1728.5,2.4
"140447","Andrew Presnell","LVC",2021,2021-02-25,1717.9,-9
"140753","Kyle Klein","LVC",2021,2021-02-25,1663.8,-2.5
"141144","Ezra Aderhold","LVC",2021,2021-02-25,1663.1,18.8
"141385","Nikko Locastro","Waco",2021,2021-03-12,1765.9,10.1
"141402","James Conrad","Waco",2021,2021-03-12,1750.5,0.2
"141406","Matthew Orum","Waco",2021,2021-03-12,1715.8,6.9
"141469","Paul McBeth","Waco",2021,2021-03-12,1819.7,3.3
"141505","Bradley Williams","Waco",2021,2021-03-12,1699,12.5
"141562","Eagle McMahon","Waco",2021,2021-03-12,1791,-10.2
"141565","Richard Wysocki","Waco",2021,2021-03-12,1809.3,0.5
"141596","Kevin Jones","Waco",2021,2021-03-12,1752.1,-5.6
"141627","Anthony Barela","Waco",2021,2021-03-12,1702.3,2.1
"141654","Calvin Heimburg","Waco",2021,2021-03-12,1799.8,5.9
"141712","Chris Clemons","Waco",2021,2021-03-12,1739.5,6.7
"141791","Adam Hammes","Waco",2021,2021-03-12,1729.9,1.3
"141853","Chris Dickerson","Waco",2021,2021-03-12,1774.6,5.3
"141870","Andrew Presnell","Waco",2021,2021-03-12,1725,7.1
"142024","Gannon Buhr","Waco",2021,2021-03-12,1553.8,35.6
"142176","Kyle Klein","Waco",2021,2021-03-12,1676,12.3
"142332","Alden Harris","Waco",2021,2021-03-12,1615.7,0.2
"142567","Ezra Aderhold","Waco",2021,2021-03-12,1670.7,7.6
"142808","Nikko Locastro","Texas",2021,2021-03-26,1766.6,0.7
"142825","James Conrad","Texas",2021,2021-03-26,1752.7,2.2
"142829","Matthew Orum","Texas",2021,2021-03-26,1725.4,9.6
"142892","Paul McBeth","Texas",2021,2021-03-26,1823.2,3.5
"142928","Bradley Williams","Texas",2021,2021-03-26,1701,2
"142985","Eagle McMahon","Texas",2021,2021-03-26,1792.5,1.4
"142988","Richard Wysocki","Texas",2021,2021-03-26,1815.9,6.6
"143019","Kevin Jones","Texas",2021,2021-03-26,1755.6,3.4
"143077","Calvin Heimburg","Texas",2021,2021-03-26,1801.1,1.3
"143135","Chris Clemons","Texas",2021,2021-03-26,1738.4,-1.1
"143214","Adam Hammes","Texas",2021,2021-03-26,1730.1,0.3
"143276","Chris Dickerson","Texas",2021,2021-03-26,1779.6,5
"143365","Joel Freeman","Texas",2021,2021-03-26,1746.8,1.8
"143599","Kyle Klein","Texas",2021,2021-03-26,1681.6,5.6
"143755","Alden Harris","Texas",2021,2021-03-26,1628.5,12.9
"143990","Ezra Aderhold","Texas",2021,2021-03-26,1665.1,-5.6
"144231","Nikko Locastro","Jonesboro",2021,2021-04-16,1771.7,5
"144248","James Conrad","Jonesboro",2021,2021-04-16,1757,4.3
"144315","Paul McBeth","Jonesboro",2021,2021-04-16,1826.1,2.9
"144351","Bradley Williams","Jonesboro",2021,2021-04-16,1703.4,2.4
"144408","Eagle McMahon","Jonesboro",2021,2021-04-16,1800.1,7.6
"144411","Richard Wysocki","Jonesboro",2021,2021-04-16,1825,9.1
"144442","Kevin Jones","Jonesboro",2021,2021-04-16,1763.9,8.4
"144473","Anthony Barela","Jonesboro",2021,2021-04-16,1707,4.7
"144500","Calvin Heimburg","Jonesboro",2021,2021-04-16,1809.2,8.2
