"","Name","Event","Year","Date","Elo","dElo"
"12204","Paige Pierce","Ledgestone",2020,2020-08-13,1822.1,3.1
"12207","Lisa Fajkus","Ledgestone",2020,2020-08-13,1670.6,8.8
"12212","Sarah Hokom","Ledgestone",2020,2020-08-13,1745.1,2.2
"12218","Catrina Allen","Ledgestone",2020,2020-08-13,1759.5,9.9
"12222","Ohn Scoggins","Ledgestone",2020,2020-08-13,1530.1,26.3
"12224","Jessica Weese","Ledgestone",2020,2020-08-13,1661.4,0.7
"12243","Valerie Mandujano","Ledgestone",2020,2020-08-13,1601.4,18
"12244","Alexis Mandujano","Ledgestone",2020,2020-08-13,1554.4,20
"12252","Deann Carey","Ledgestone",2020,2020-08-13,1570.1,8.3
"12279","Hailey King","Ledgestone",2020,2020-08-13,1666.7,11.9
"12283","Missy Gannon","Ledgestone",2020,2020-08-13,1665.5,3.6
"12297","Kat Mertsch","Ledgestone",2020,2020-08-13,1534.2,12.1
"12320","Paige Pierce","Green",2020,2020-09-03,1829.8,7.8
"12324","Rebecca Cox","Green",2020,2020-09-03,1655.3,1.3
"12328","Sarah Hokom","Green",2020,2020-09-03,1750.6,5.5
"12334","Catrina Allen","Green",2020,2020-09-03,1764.3,4.8
"12340","Jessica Weese","Green",2020,2020-09-03,1674.2,12.7
"12395","Hailey King","Green",2020,2020-09-03,1688,21.3
"12399","Missy Gannon","Green",2020,2020-09-03,1670.5,5
"12436","Paige Pierce","MVP",2020,2020-09-11,1837.1,7.2
"12439","Lisa Fajkus","MVP",2020,2020-09-11,1683.8,13.2
"12440","Rebecca Cox","MVP",2020,2020-09-11,1656.1,0.7
"12444","Sarah Hokom","MVP",2020,2020-09-11,1761.5,10.9
"12450","Catrina Allen","MVP",2020,2020-09-11,1770.4,6.1
"12456","Jessica Weese","MVP",2020,2020-09-11,1675.4,1.2
"12511","Hailey King","MVP",2020,2020-09-11,1700.2,12.2
"12515","Missy Gannon","MVP",2020,2020-09-11,1679.1,8.6
"12552","Paige Pierce","Jonesboro",2020,2020-10-01,1844.4,7.3
"12566","Catrina Allen","Jonesboro",2020,2020-10-01,1774.8,4.4
"12572","Jessica Weese","Jonesboro",2020,2020-10-01,1678.2,2.8
"12600","Deann Carey","Jonesboro",2020,2020-10-01,1574.1,4
"12627","Hailey King","Jonesboro",2020,2020-10-01,1707.4,7.2
"12631","Missy Gannon","Jonesboro",2020,2020-10-01,1676.7,-2.3
"12645","Kat Mertsch","Jonesboro",2020,2020-10-01,1537.1,2.9
"12668","Paige Pierce","WNC",2020,2020-10-07,1851.3,6.9
"12671","Lisa Fajkus","WNC",2020,2020-10-07,1676.8,-7
"12672","Rebecca Cox","WNC",2020,2020-10-07,1659.1,3
"12676","Sarah Hokom","WNC",2020,2020-10-07,1768.2,6.7
"12682","Catrina Allen","WNC",2020,2020-10-07,1784.3,9.5
"12686","Ohn Scoggins","WNC",2020,2020-10-07,1572.2,42.1
"12688","Jessica Weese","WNC",2020,2020-10-07,1680.5,2.3
"12716","Deann Carey","WNC",2020,2020-10-07,1575.1,1
"12743","Hailey King","WNC",2020,2020-10-07,1705.9,-1.5
"12747","Missy Gannon","WNC",2020,2020-10-07,1678.5,1.7
"12761","Kat Mertsch","WNC",2020,2020-10-07,1535,-2.1
"12782","Jennifer Allen","LVC",2021,2021-02-25,1633.4,-1.2
"12790","Paige Pierce","LVC",2021,2021-02-25,1822.8,6.7
"12794","Lisa Fajkus","LVC",2021,2021-02-25,1663.6,4.5
"12796","Rebecca Cox","LVC",2021,2021-02-25,1656.4,13.1
"12801","Sarah Hokom","LVC",2021,2021-02-25,1742.7,1.4
"12811","Catrina Allen","LVC",2021,2021-02-25,1767,11.1
"12818","Ohn Scoggins","LVC",2021,2021-02-25,1590.4,25.4
"12822","Jessica Weese","LVC",2021,2021-02-25,1675.8,13.3
"12842","Madison Walker","LVC",2021,2021-02-25,1623.2,14.4
"12850","Valerie Mandujano","LVC",2021,2021-02-25,1610.3,19.1
"12851","Alexis Mandujano","LVC",2021,2021-02-25,1563,14
"12865","Deann Carey","LVC",2021,2021-02-25,1577.8,10.2
"12906","Hailey King","LVC",2021,2021-02-25,1693.7,8.3
"12921","Missy Gannon","LVC",2021,2021-02-25,1669.9,9.3
"12948","Kat Mertsch","LVC",2021,2021-02-25,1541.5,10
"13069","Paige Pierce","Waco",2021,2021-03-12,1813.3,-9.5
"13073","Lisa Fajkus","Waco",2021,2021-03-12,1672.3,8.6
"13075","Rebecca Cox","Waco",2021,2021-03-12,1661.1,4.8
"13080","Sarah Hokom","Waco",2021,2021-03-12,1746.9,4.2
"13090","Catrina Allen","Waco",2021,2021-03-12,1762.9,-4.1
"13097","Ohn Scoggins","Waco",2021,2021-03-12,1609.8,19.3
"13101","Jessica Weese","Waco",2021,2021-03-12,1674.8,-1
"13121","Madison Walker","Waco",2021,2021-03-12,1629.1,6
"13129","Valerie Mandujano","Waco",2021,2021-03-12,1621.5,11.2
"13130","Alexis Mandujano","Waco",2021,2021-03-12,1572.2,9.2
"13144","Deann Carey","Waco",2021,2021-03-12,1571,-6.8
"13185","Hailey King","Waco",2021,2021-03-12,1694,0.3
"13200","Missy Gannon","Waco",2021,2021-03-12,1673.2,3.3
"13227","Kat Mertsch","Waco",2021,2021-03-12,1540.9,-0.6
"13348","Paige Pierce","Texas",2021,2021-03-26,1802.8,-10.5
"13352","Lisa Fajkus","Texas",2021,2021-03-26,1673.7,1.4
"13354","Rebecca Cox","Texas",2021,2021-03-26,1670.1,9
"13359","Sarah Hokom","Texas",2021,2021-03-26,1746,-0.9
"13369","Catrina Allen","Texas",2021,2021-03-26,1765.3,2.5
"13376","Ohn Scoggins","Texas",2021,2021-03-26,1620.3,10.5
"13380","Jessica Weese","Texas",2021,2021-03-26,1680.8,6
"13408","Valerie Mandujano","Texas",2021,2021-03-26,1633.5,12
"13409","Alexis Mandujano","Texas",2021,2021-03-26,1591.7,19.6
"13412","Maria Oliva","Texas",2021,2021-03-26,1562.8,12.2
"13423","Deann Carey","Texas",2021,2021-03-26,1573.1,2.1
"13464","Hailey King","Texas",2021,2021-03-26,1704.7,10.7
"13479","Missy Gannon","Texas",2021,2021-03-26,1681.6,8.4
"13506","Kat Mertsch","Texas",2021,2021-03-26,1555.3,14.4
"13627","Paige Pierce","Jonesbor",2021,2021-04-16,1806,3.2
"13633","Rebecca Cox","Jonesbor",2021,2021-04-16,1666.2,-4
"13638","Sarah Hokom","Jonesbor",2021,2021-04-16,1752.4,6.4
"13648","Catrina Allen","Jonesbor",2021,2021-04-16,1774.5,9.2
"13659","Jessica Weese","Jonesbor",2021,2021-04-16,1677.6,-3.2
"13679","Madison Walker","Jonesbor",2021,2021-04-16,1631.7,2.6
"13687","Valerie Mandujano","Jonesbor",2021,2021-04-16,1635,1.5
"13688","Alexis Mandujano","Jonesbor",2021,2021-04-16,1600.5,8.8
"13702","Deann Carey","Jonesbor",2021,2021-04-16,1581.8,8.7
"13743","Hailey King","Jonesbor",2021,2021-04-16,1703.8,-0.9
"13758","Missy Gannon","Jonesbor",2021,2021-04-16,1685.9,4.4
"13785","Kat Mertsch","Jonesbor",2021,2021-04-16,1556.1,0.8
"13898","Jennifer Allen","DD",2021,2021-04-28,1638.8,5.4
"13910","Lisa Fajkus","DD",2021,2021-04-28,1673,-0.6
"13912","Rebecca Cox","DD",2021,2021-04-28,1649.1,-17.1
"13917","Sarah Hokom","DD",2021,2021-04-28,1742,-10.4
"13927","Catrina Allen","DD",2021,2021-04-28,1778.7,4.2
"13934","Ohn Scoggins","DD",2021,2021-04-28,1627.6,7.3
"13966","Valerie Mandujano","DD",2021,2021-04-28,1648.6,13.7
"13967","Alexis Mandujano","DD",2021,2021-04-28,1598.8,-1.7
"13970","Maria Oliva","DD",2021,2021-04-28,1576.7,13.9
"13981","Deann Carey","DD",2021,2021-04-28,1584.5,2.6
"14022","Hailey King","DD",2021,2021-04-28,1720.6,16.8
"14037","Missy Gannon","DD",2021,2021-04-28,1694.2,8.3
"14064","Kat Mertsch","DD",2021,2021-04-28,1559,2.9
"14464","Paige Pierce","OT",2021,2021-05-14,1813,7
"14468","Lisa Fajkus","OT",2021,2021-05-14,1681.3,8.3
"14485","Catrina Allen","OT",2021,2021-05-14,1786.4,7.7
"14492","Ohn Scoggins","OT",2021,2021-05-14,1637.6,10
"14496","Jessica Weese","OT",2021,2021-05-14,1687.4,9.8
"14516","Madison Walker","OT",2021,2021-05-14,1636.6,4.9
"14539","Deann Carey","OT",2021,2021-05-14,1590.5,6
"14595","Missy Gannon","OT",2021,2021-05-14,1703.1,8.9
"14622","Kat Mertsch","OT",2021,2021-05-14,1573,13.9
"14688","Holyn Handley","OT",2021,2021-05-14,1541.5,15
"14707","Ella Hansen","OT",2021,2021-05-14,1542.2,21
"14794","Henna Blomroos","Helsinki",2021,2021-05-14,1683.1,10.5
"14813","Eveliina Salonen","Helsinki",2021,2021-05-14,1719.8,9.8
"14817","Heidi Laine","Helsinki",2021,2021-05-14,1596.1,1.9
"15022","Paige Pierce","USWDG",2021,2021-05-21,1819.1,6.1
"15026","Lisa Fajkus","USWDG",2021,2021-05-21,1683.7,2.3
"15043","Catrina Allen","USWDG",2021,2021-05-21,1782.2,-4.2
"15050","Ohn Scoggins","USWDG",2021,2021-05-21,1636.7,-0.9
"15054","Jessica Weese","USWDG",2021,2021-05-21,1686.3,-1.2
"15074","Madison Walker","USWDG",2021,2021-05-21,1639.1,2.5
"15086","Maria Oliva","USWDG",2021,2021-05-21,1579.9,3.2
"15097","Deann Carey","USWDG",2021,2021-05-21,1594.1,3.7
"15138","Hailey King","USWDG",2021,2021-05-21,1722.7,2
"15153","Missy Gannon","USWDG",2021,2021-05-21,1706.3,3.2
"15180","Kat Mertsch","USWDG",2021,2021-05-21,1570,-2.9
"15246","Holyn Handley","USWDG",2021,2021-05-21,1544.6,3.1
"15265","Ella Hansen","USWDG",2021,2021-05-21,1559.6,17.4
"15291","Juliana Korver","Masters Cup",2021,2021-05-28,1561.9,32.3
"15301","Paige Pierce","Masters Cup",2021,2021-05-28,1824.6,5.5
"15305","Lisa Fajkus","Masters Cup",2021,2021-05-28,1691.6,7.9
"15322","Catrina Allen","Masters Cup",2021,2021-05-28,1785.5,3.2
"15329","Ohn Scoggins","Masters Cup",2021,2021-05-28,1646.6,9.9
"15333","Jessica Weese","Masters Cup",2021,2021-05-28,1687.5,1.3
"15353","Madison Walker","Masters Cup",2021,2021-05-28,1642.7,3.6
"15361","Valerie Mandujano","Masters Cup",2021,2021-05-28,1656.5,7.9
"15362","Alexis Mandujano","Masters Cup",2021,2021-05-28,1618,19.2
"15365","Maria Oliva","Masters Cup",2021,2021-05-28,1600.2,20.3
"15376","Deann Carey","Masters Cup",2021,2021-05-28,1599,4.8
"15417","Hailey King","Masters Cup",2021,2021-05-28,1727.7,5.1
"15432","Missy Gannon","Masters Cup",2021,2021-05-28,1710.2,3.9
"15459","Kat Mertsch","Masters Cup",2021,2021-05-28,1583.9,13.8
"15544","Ella Hansen","Masters Cup",2021,2021-05-28,1572.1,12.5
"15631","Henna Blomroos","Tampere",2021,2021-05-28,1692.7,9.5
"15650","Eveliina Salonen","Tampere",2021,2021-05-28,1729.1,9.3
"15654","Heidi Laine","Tampere",2021,2021-05-28,1599.3,3.2
"15849","Juliana Korver","Portlan",2021,2021-06-04,1573,11.1
"15859","Paige Pierce","Portlan",2021,2021-06-04,1832.2,7.6
"15863","Lisa Fajkus","Portlan",2021,2021-06-04,1687.6,-4
"15880","Catrina Allen","Portlan",2021,2021-06-04,1793.6,8.2
"15887","Ohn Scoggins","Portlan",2021,2021-06-04,1655.4,8.8
"15891","Jessica Weese","Portlan",2021,2021-06-04,1694.7,7.2
"15911","Madison Walker","Portlan",2021,2021-06-04,1647.4,4.7
"15919","Valerie Mandujano","Portlan",2021,2021-06-04,1661.8,5.3
"15920","Alexis Mandujano","Portlan",2021,2021-06-04,1621,3
"15934","Deann Carey","Portlan",2021,2021-06-04,1607.6,8.6
"15975","Hailey King","Portlan",2021,2021-06-04,1736,8.2
"15990","Missy Gannon","Portlan",2021,2021-06-04,1702.3,-7.8
"16017","Kat Mertsch","Portlan",2021,2021-06-04,1592.5,8.6
"16102","Ella Hansen","Portlan",2021,2021-06-04,1597.2,25.1
"16468","Henna Blomroos","Turku",2021,2021-06-11,1701.3,8.6
"16487","Eveliina Salonen","Turku",2021,2021-06-11,1739.1,10
"16491","Heidi Laine","Turku",2021,2021-06-11,1611.1,11.9
"16686","Juliana Korver","World",2021,2021-06-22,1582.4,9.4
"16688","Jennifer Allen","World",2021,2021-06-22,1643.9,5.1
"16696","Paige Pierce","World",2021,2021-06-22,1834.6,2.4
"16700","Lisa Fajkus","World",2021,2021-06-22,1698.9,11.3
"16702","Rebecca Cox","World",2021,2021-06-22,1633.9,-15.2
"16707","Sarah Hokom","World",2021,2021-06-22,1747.5,5.5
"16717","Catrina Allen","World",2021,2021-06-22,1802,8.4
"16724","Ohn Scoggins","World",2021,2021-06-22,1667,11.6
"16728","Jessica Weese","World",2021,2021-06-22,1697.9,3.2
"16748","Madison Walker","World",2021,2021-06-22,1644.1,-3.3
"16756","Valerie Mandujano","World",2021,2021-06-22,1662.1,0.3
"16757","Alexis Mandujano","World",2021,2021-06-22,1636.3,15.3
"16760","Maria Oliva","World",2021,2021-06-22,1609.5,9.3
"16771","Deann Carey","World",2021,2021-06-22,1618.9,11.3
"16790","Kristin Tattar","World",2021,2021-06-22,1735.4,5.4
"16812","Hailey King","World",2021,2021-06-22,1740.9,5
"16827","Missy Gannon","World",2021,2021-06-22,1706.4,4
"16854","Kat Mertsch","World",2021,2021-06-22,1593.4,0.9
"16920","Holyn Handley","World",2021,2021-06-22,1556,11.5
"16939","Ella Hansen","World",2021,2021-06-22,1613.6,16.5
"17049","Heidi Laine","Tyyni",2021,2021-07-01,1623.3,12.2
"17523","Juliana Korver","DesMoine",2021,2021-07-09,1595.3,12.9
"17533","Paige Pierce","DesMoine",2021,2021-07-09,1837.7,3.1
"17539","Rebecca Cox","DesMoine",2021,2021-07-09,1630.9,-3
"17544","Sarah Hokom","DesMoine",2021,2021-07-09,1751,3.5
"17554","Catrina Allen","DesMoine",2021,2021-07-09,1804.5,2.5
"17565","Jessica Weese","DesMoine",2021,2021-07-09,1706.9,9
"17608","Deann Carey","DesMoine",2021,2021-07-09,1627.1,8.2
"17627","Kristin Tattar","DesMoine",2021,2021-07-09,1741.9,6.5
"17664","Missy Gannon","DesMoine",2021,2021-07-09,1715.6,9.3
"17691","Kat Mertsch","DesMoine",2021,2021-07-09,1604.5,11.1
"17863","Henna Blomroos","Keisari",2021,2021-07-15,1706.4,5.1
"17882","Eveliina Salonen","Keisari",2021,2021-07-15,1748,8.9
"18081","Juliana Korver","DGL",2021,2021-07-23,1603.8,8.6
"18091","Paige Pierce","DGL",2021,2021-07-23,1843,5.3
"18095","Lisa Fajkus","DGL",2021,2021-07-23,1692.3,-6.6
"18097","Rebecca Cox","DGL",2021,2021-07-23,1614.9,-16
"18102","Sarah Hokom","DGL",2021,2021-07-23,1749.4,-1.7
"18112","Catrina Allen","DGL",2021,2021-07-23,1806.3,1.9
"18123","Jessica Weese","DGL",2021,2021-07-23,1704.5,-2.4
"18151","Valerie Mandujano","DGL",2021,2021-07-23,1662.6,0.5
"18152","Alexis Mandujano","DGL",2021,2021-07-23,1638.1,1.8
"18166","Deann Carey","DGL",2021,2021-07-23,1636.6,9.5
"18185","Kristin Tattar","DGL",2021,2021-07-23,1752.3,10.3
"18207","Hailey King","DGL",2021,2021-07-23,1740.3,-0.6
"18222","Missy Gannon","DGL",2021,2021-07-23,1713.2,-2.4
"18249","Kat Mertsch","DGL",2021,2021-07-23,1613.5,9
"18360","Juliana Korver","Preserv",2021,2021-07-30,1607.4,3.6
"18370","Paige Pierce","Preserv",2021,2021-07-30,1844.9,2
"18376","Rebecca Cox","Preserv",2021,2021-07-30,1623.3,8.4
"18381","Sarah Hokom","Preserv",2021,2021-07-30,1746.6,-2.8
"18391","Catrina Allen","Preserv",2021,2021-07-30,1804.6,-1.7
"18402","Jessica Weese","Preserv",2021,2021-07-30,1711.7,7.3
"18422","Madison Walker","Preserv",2021,2021-07-30,1636.2,-7.9
"18434","Maria Oliva","Preserv",2021,2021-07-30,1617.7,8.3
"18445","Deann Carey","Preserv",2021,2021-07-30,1641.8,5.2
"18464","Kristin Tattar","Preserv",2021,2021-07-30,1763.2,11
"18486","Hailey King","Preserv",2021,2021-07-30,1744.8,4.5
"18501","Missy Gannon","Preserv",2021,2021-07-30,1712.4,-0.8
"18528","Kat Mertsch","Preserv",2021,2021-07-30,1613.6,0.1
"18700","Henna Blomroos","Kuopio",2021,2021-07-30,1714.9,8.5
"18719","Eveliina Salonen","Kuopio",2021,2021-07-30,1755.7,7.7
"18723","Heidi Laine","Kuopio",2021,2021-07-30,1633.2,9.9
"19197","Juliana Korver","Ledgestone",2021,2021-08-05,1623.9,16.4
"19207","Paige Pierce","Ledgestone",2021,2021-08-05,1854.9,9.9
"19213","Rebecca Cox","Ledgestone",2021,2021-08-05,1634.7,11.5
"19218","Sarah Hokom","Ledgestone",2021,2021-08-05,1756.9,10.3
"19228","Catrina Allen","Ledgestone",2021,2021-08-05,1805,0.4
"19239","Jessica Weese","Ledgestone",2021,2021-08-05,1713.1,1.3
"19259","Madison Walker","Ledgestone",2021,2021-08-05,1645.8,9.6
"19267","Valerie Mandujano","Ledgestone",2021,2021-08-05,1680.3,17.7
"19268","Alexis Mandujano","Ledgestone",2021,2021-08-05,1656,18
"19271","Maria Oliva","Ledgestone",2021,2021-08-05,1641.2,23.5
"19282","Deann Carey","Ledgestone",2021,2021-08-05,1650.1,8.3
"19323","Hailey King","Ledgestone",2021,2021-08-05,1751.5,6.7
"19338","Missy Gannon","Ledgestone",2021,2021-08-05,1727.4,15
"19365","Kat Mertsch","Ledgestone",2021,2021-08-05,1621.3,7.8
"19450","Ella Hansen","Ledgestone",2021,2021-08-05,1619,5.4
"19537","Henna Blomroos","European Championship",2021,2021-08-11,1726.8,11.9
"19556","Eveliina Salonen","European Championship",2021,2021-08-11,1748.7,-7
"19560","Heidi Laine","European Championship",2021,2021-08-11,1644.1,10.9
"19580","Kristin Tattar","European Championship",2021,2021-08-11,1771.9,8.7
"19755","Juliana Korver","Idlewil",2021,2021-08-13,1628.7,4.8
"19765","Paige Pierce","Idlewil",2021,2021-08-13,1859.3,4.4
"19769","Lisa Fajkus","Idlewil",2021,2021-08-13,1701,8.7
"19771","Rebecca Cox","Idlewil",2021,2021-08-13,1650.8,16
"19776","Sarah Hokom","Idlewil",2021,2021-08-13,1765,8.1
"19786","Catrina Allen","Idlewil",2021,2021-08-13,1808.1,3.1
"19793","Ohn Scoggins","Idlewil",2021,2021-08-13,1679.3,12.3
"19797","Jessica Weese","Idlewil",2021,2021-08-13,1716.1,3
"19817","Madison Walker","Idlewil",2021,2021-08-13,1656.4,10.6
"19826","Alexis Mandujano","Idlewil",2021,2021-08-13,1668.8,12.8
"19840","Deann Carey","Idlewil",2021,2021-08-13,1651.7,1.5
"19881","Hailey King","Idlewil",2021,2021-08-13,1756,4.5
"19896","Missy Gannon","Idlewil",2021,2021-08-13,1737.4,10
"19923","Kat Mertsch","Idlewil",2021,2021-08-13,1621.4,0.1
"20095","Henna Blomroos","Finnish Nationals",2021,2021-08-19,1738.3,11.5
"20114","Eveliina Salonen","Finnish Nationals",2021,2021-08-19,1753.8,5.1
"20118","Heidi Laine","Finnish Nationals",2021,2021-08-19,1649.3,5.1
"20608","Rebecca Cox","DDG",2021,2021-08-27,1654.9,4.2
"20613","Sarah Hokom","DDG",2021,2021-08-27,1769.8,4.8
"20623","Catrina Allen","DDG",2021,2021-08-27,1815.8,7.7
"20634","Jessica Weese","DDG",2021,2021-08-27,1718.3,2.2
"20677","Deann Carey","DDG",2021,2021-08-27,1653.1,1.4
"20760","Kat Mertsch","DDG",2021,2021-08-27,1630.3,8.9
"21150","Juliana Korver","MVP",2021,2021-09-03,1636.2,7.6
"21160","Paige Pierce","MVP",2021,2021-09-03,1862.8,3.5
"21164","Lisa Fajkus","MVP",2021,2021-09-03,1706.3,5.3
"21166","Rebecca Cox","MVP",2021,2021-09-03,1664.8,9.9
"21171","Sarah Hokom","MVP",2021,2021-09-03,1775,5.2
"21181","Catrina Allen","MVP",2021,2021-09-03,1823.9,8.1
"21188","Ohn Scoggins","MVP",2021,2021-09-03,1689.7,10.4
"21192","Jessica Weese","MVP",2021,2021-09-03,1721.3,3
"21212","Madison Walker","MVP",2021,2021-09-03,1665.8,9.4
"21224","Maria Oliva","MVP",2021,2021-09-03,1651,9.8
"21235","Deann Carey","MVP",2021,2021-09-03,1662.4,9.3
"21276","Hailey King","MVP",2021,2021-09-03,1762.4,6.5
"21291","Missy Gannon","MVP",2021,2021-09-03,1744.7,7.3
"21318","Kat Mertsch","MVP",2021,2021-09-03,1639.8,9.5
"21358","Natalie Ryan","MVP",2021,2021-09-03,1553,27.7
"21403","Ella Hansen","MVP",2021,2021-09-03,1635.7,16.7
"21490","Henna Blomroos","Heinol",2021,2021-09-03,1746.1,7.8
"21509","Eveliina Salonen","Heinol",2021,2021-09-03,1758.2,4.4
"21513","Heidi Laine","Heinol",2021,2021-09-03,1664.4,15.1
"21708","Juliana Korver","GM",2021,2021-09-09,1637.6,1.4
"21718","Paige Pierce","GM",2021,2021-09-09,1857.9,-4.8
"21722","Lisa Fajkus","GM",2021,2021-09-09,1715.3,8.9
"21724","Rebecca Cox","GM",2021,2021-09-09,1674.1,9.3
"21729","Sarah Hokom","GM",2021,2021-09-09,1787.7,12.7
"21739","Catrina Allen","GM",2021,2021-09-09,1821,-2.9
"21750","Jessica Weese","GM",2021,2021-09-09,1727.4,6.1
"21770","Madison Walker","GM",2021,2021-09-09,1667.2,1.5
"21782","Maria Oliva","GM",2021,2021-09-09,1647.6,-3.5
"21793","Deann Carey","GM",2021,2021-09-09,1667.2,4.8
"21834","Hailey King","GM",2021,2021-09-09,1773.2,10.7
"21849","Missy Gannon","GM",2021,2021-09-09,1746.7,2
"21876","Kat Mertsch","GM",2021,2021-09-09,1645.9,6.1
"21916","Natalie Ryan","GM",2021,2021-09-09,1578,25
"21961","Ella Hansen","GM",2021,2021-09-09,1635,-0.7
"22266","Juliana Korver","MC",2021,2021-09-23,1657.2,19.6
"22276","Paige Pierce","MC",2021,2021-09-23,1851.5,-6.5
"22280","Lisa Fajkus","MC",2021,2021-09-23,1716.8,1.6
"22282","Rebecca Cox","MC",2021,2021-09-23,1678.1,4
"22287","Sarah Hokom","MC",2021,2021-09-23,1801.2,13.5
"22297","Catrina Allen","MC",2021,2021-09-23,1829.3,8.3
"22308","Jessica Weese","MC",2021,2021-09-23,1734.2,6.8
"22336","Valerie Mandujano","MC",2021,2021-09-23,1702.3,22
"22337","Alexis Mandujano","MC",2021,2021-09-23,1691.2,22.4
"22340","Maria Oliva","MC",2021,2021-09-23,1668.8,21.3
"22351","Deann Carey","MC",2021,2021-09-23,1678.1,11
"22392","Hailey King","MC",2021,2021-09-23,1788.8,15.6
"22407","Missy Gannon","MC",2021,2021-09-23,1751.6,5
"22434","Kat Mertsch","MC",2021,2021-09-23,1658.1,12.2
"22474","Natalie Ryan","MC",2021,2021-09-23,1605,27
"22928","Kristin Tattar","Pro Forester",2021,2021-09-23,1780.4,8.4
"23392","Paige Pierce","TPWDG",2021,2021-10-06,1841.3,-10.2
"23396","Lisa Fajkus","TPWDG",2021,2021-10-06,1720.4,3.6
"23398","Rebecca Cox","TPWDG",2021,2021-10-06,1688.8,10.7
"23403","Sarah Hokom","TPWDG",2021,2021-10-06,1810.1,9
"23413","Catrina Allen","TPWDG",2021,2021-10-06,1832.8,3.5
"23420","Ohn Scoggins","TPWDG",2021,2021-10-06,1710.1,20.4
"23424","Jessica Weese","TPWDG",2021,2021-10-06,1747.3,13.1
"23444","Madison Walker","TPWDG",2021,2021-10-06,1686.9,19.7
"23452","Valerie Mandujano","TPWDG",2021,2021-10-06,1721,18.7
"23453","Alexis Mandujano","TPWDG",2021,2021-10-06,1706.5,15.3
"23456","Maria Oliva","TPWDG",2021,2021-10-06,1686.1,17.3
"23467","Deann Carey","TPWDG",2021,2021-10-06,1696.4,18.3
"23508","Hailey King","TPWDG",2021,2021-10-06,1799.4,10.6
"23523","Missy Gannon","TPWDG",2021,2021-10-06,1766,14.4
"23550","Kat Mertsch","TPWDG",2021,2021-10-06,1678.4,20.3
"23590","Natalie Ryan","TPWDG",2021,2021-10-06,1633.8,28.7
"23635","Ella Hansen","TPWDG",2021,2021-10-06,1648.5,13.4
"23660","Jennifer Allen","LVC",2022,2022-02-24,1651.1,21.6
"23668","Paige Pierce","LVC",2022,2022-02-24,1817.1,9.9
"23671","Lisa Fajkus","LVC",2022,2022-02-24,1700.7,2.3
"23672","Rebecca Cox","LVC",2022,2022-02-24,1683.3,13.3
"23677","Sarah Hokom","LVC",2022,2022-02-24,1773.7,-5.5
"23685","Catrina Allen","LVC",2022,2022-02-24,1810.5,11
"23688","Ohn Scoggins","LVC",2022,2022-02-24,1691.7,2.6
"23691","Jessica Weese","LVC",2022,2022-02-24,1728.7,6.2
"23705","Henna Blomroos","LVC",2022,2022-02-24,1721.4,-0.1
"23706","Madison Walker","LVC",2022,2022-02-24,1675.9,7.7
"23715","Maria Oliva","LVC",2022,2022-02-24,1669.1,1.6
"23719","Eveliina Salonen","LVC",2022,2022-02-24,1741.1,8.7
"23723","Deann Carey","LVC",2022,2022-02-24,1680.1,3.3
"23737","Kristin Tattar","LVC",2022,2022-02-24,1763,10.7
"23750","Hailey King","LVC",2022,2022-02-24,1779,9.5
"23766","Missy Gannon","LVC",2022,2022-02-24,1749.6,10.2
"23783","Kat Mertsch","LVC",2022,2022-02-24,1676.4,15.8
"23841","Holyn Handley","LVC",2022,2022-02-24,1584,33.6
"23858","Ella Hansen","LVC",2022,2022-02-24,1659.8,26.2
"24144","Paige Pierce","Waco",2022,2022-03-11,1817.6,0.5
"24147","Lisa Fajkus","Waco",2022,2022-03-11,1693.2,-7.5
"24148","Rebecca Cox","Waco",2022,2022-03-11,1689.8,6.5
"24153","Sarah Hokom","Waco",2022,2022-03-11,1768.3,-5.3
"24161","Catrina Allen","Waco",2022,2022-03-11,1804,-6.6
"24164","Ohn Scoggins","Waco",2022,2022-03-11,1703,11.3
"24167","Jessica Weese","Waco",2022,2022-03-11,1720.4,-8.3
"24181","Henna Blomroos","Waco",2022,2022-03-11,1729.3,7.9
"24182","Madison Walker","Waco",2022,2022-03-11,1676.7,0.8
"24189","Valerie Mandujano","Waco",2022,2022-03-11,1714.6,15.7
"24190","Alexis Mandujano","Waco",2022,2022-03-11,1692.4,6.5
"24191","Maria Oliva","Waco",2022,2022-03-11,1680.8,11.7
"24195","Eveliina Salonen","Waco",2022,2022-03-11,1743.2,2.1
"24199","Deann Carey","Waco",2022,2022-03-11,1680.2,0.2
"24213","Kristin Tattar","Waco",2022,2022-03-11,1771.4,8.4
"24242","Missy Gannon","Waco",2022,2022-03-11,1752.1,2.5
"24259","Kat Mertsch","Waco",2022,2022-03-11,1687.8,11.4
"24293","Natalie Ryan","Waco",2022,2022-03-11,1627.1,6.7
"24317","Holyn Handley","Waco",2022,2022-03-11,1597.6,13.6
"24334","Ella Hansen","Waco",2022,2022-03-11,1666,6.2
"24382","Paige Pierce","Texas",2022,2022-03-25,1826.1,8.5
"24385","Lisa Fajkus","Texas",2022,2022-03-25,1698.6,5.4
"24386","Rebecca Cox","Texas",2022,2022-03-25,1692.9,3.1
"24391","Sarah Hokom","Texas",2022,2022-03-25,1770.4,2.1
"24399","Catrina Allen","Texas",2022,2022-03-25,1811.2,7.3
